band;album;song;substance
The Cramps;Stay Sick!;Bikini Girls With Machine Guns;alcohol
The Cramps;Stay Sick!;Bikini Girls With Machine Guns;weed
The Cramps;Stay Sick!;Bikini Girls With Machine Guns;pills
The Cramps;Stay Sick!;Bop Pills;alcohol
The Cramps;Stay Sick!;Daisys Up Your Butterfly;nicotine
The Cramps;Stay Sick!;Everything Goes;alcohol
The Cramps;Stay Sick!;Everything Goes;weed
The Cramps;Stay Sick!;Mama Oo Pow Pow;monkey
The Cramps;Stay Sick!;The Creature From the Black Leather Lagoon;alcohol
The Damned;Damned Damned Damned;Fan Club;cigarettes
The Damned;Damned Damned Damned;Fan Club;alcohol
The Damned;Damned Damned Damned;Feel the Pain;wine
The Damned;Damned Damned Damned;I Fall;alcohol
The Damned;Damned Damned Damned;I Feel Alright;alcohol
The Damned;Damned Damned Damned;Stab Your Back;alcohol
The Damned;Grave Disorder;Absinthe;alcohol
The Damned;Machine Gun Etiquette;Liar;cigarettes
The Damned;Machine Gun Etiquette;Noise, Noise, Noise;beer
The Damned;Machine Gun Etiquette;Smash It Up, Part II;alcohol
The Damned;Machine Gun Etiquette;Smash It Up, Part II;beer
The Damned;Music for Pleasure;Stretcher Case;weed
The Damned;Music for Pleasure;Your Eyes;alcohol
The Damned;Music for Pleasure;Your Eyes;cigarettes
The Damned;Not Like Everybody Else;Making Time;alcohol
The Damned;So, Who’s Paranoid?;Little Miss Disaster;alcohol
The Damned;Strawberries;Ignite;cigarettes
The Damned;Strawberries;Under the Floor Again;beer
The Damned;Strawberries;Under the Floor Again;nicotine
The Damned;The Black Album;Drinking About My Baby;alcohol
The Damned;The Black Album;Hit or Miss;alcohol
The Damned;The Black Album;I Just Can’t Be Happy Today (live);weed
The Damned;The Black Album;I Just Can’t Be Happy Today (live);alcohol
The Damned;The Black Album;I Just Can’t Be Happy Today (live);pills
The Damned;The Black Album;I Just Can’t Be Happy Today (live);nicotine
The Damned;The Black Album;Smash It Up, Parts 1 & 2 (live);beer
The Dickies;All This and Puppet Stew;Free Willy;alcohol
The Dickies;All This and Puppet Stew;He’s Courtin’ Courtney;beer
The Dickies;All This and Puppet Stew;He’s Courtin’ Courtney;cigarettes
The Dickies;All This and Puppet Stew;Sobriety;vodka
The Dickies;All This and Puppet Stew;Sobriety;alcohol
The Dickies;Idjit Savant;House of Raoul;beer
The Dickies;Idjit Savant;I'm on Crack;cocaine
The Dickies;Idjit Savant;I'm on Crack;alcohol
The Dickies;Idjit Savant;Just Say Yes;alcohol
The Dickies;Idjit Savant;Just Say Yes;drugs
The Dickies;Idjit Savant;Roadkill;alcohol
The Dickies;Idjit Savant;Zeppelina;alcohol
The Dickies;Second Coming;Booby Trap;wine
The Dickies;Second Coming;Booby Trap;alcohol
The Dickies;Second Coming;Magoomba II;alcohol
The Dickies;Second Coming;Magoomba II;nicotine
The Dickies;Stukas Over Disneyland;If Stuart Could Talk;alcohol
The Dickies;Stukas Over Disneyland;She’s a Hunchback;alcohol
The Dickies;The Incredible Shrinking Dickies;Poodle Party;alcohol
The Exploited;Beat the Bastards;Fight Back;speed
The Exploited;Horror Epics;Down Below;alcohol
The Exploited;Horror Epics;Down Below;wine
The Exploited;Horror Epics;My Life;alcohol
The Exploited;Horror Epics;My Life;drugs
The Exploited;Let’s Start a War… Said Maggie One Day;Eye of the Vulture;alcohol
The Exploited;Punks Not Dead;I Believe in Anarchy;alcohol
The Exploited;Punks Not Dead;Mucky Pup;alcohol
The Exploited;Punks Not Dead;Out of Control;lsd
The Exploited;The Massacre;Blown Out of the Sky;alcohol
The Jam;All Mod Cons;David Watts;alcohol
The Jam;All Mod Cons;Down in the Tube Station at Midnight;beer
The Jam;All Mod Cons;Down in the Tube Station at Midnight;wine
The Jam;All Mod Cons;In the Crowd;alcohol
The Jam;All Mod Cons;It’s Too Bad;high
The Jam;All Mod Cons;Mr. Clean;alcohol
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);alcohol
The Jam;All Mod Cons;To Be Someone (Didn’t We Have a Nice Time);cocaine
The Jam;In the City;Away From the Numbers;alcohol
The Jam;Setting Sons;Private Hell;valium
The Jam;Setting Sons;Private Hell;coffee
The Jam;Setting Sons;Saturday’s Kids;alcohol
The Jam;Setting Sons;Saturday’s Kids;cigarettes
The Jam;Setting Sons;The Eton Rifles;beer
The Jam;Setting Sons;The Eton Rifles;alcohol
The Jam;Setting Sons;The Eton Rifles;fags
The Jam;Setting Sons;The Eton Rifles;cigarettes
The Jam;Sound Affects;Set the House Ablaze;beer
The Jam;Sound Affects;That’s Entertainment;cigarettes
The Jam;Sound Affects;That’s Entertainment;alcohol
The Jam;The Gift;Running on the Spot;alcohol
The Jam;The Gift;Town Called Malice;beer
The Jam;This Is the Modern World;Here Comes the Weekend;alcohol
The Jam;This Is the Modern World;London Girl;pills
The Jam;This Is the Modern World;London Girl;cigarettes
The Lemonheads;Car Button Cloth;If I Could Talk I’d Tell You;pills
The Lemonheads;Come On Feel The Lemonheads;Paid to Smile;cigarettes
The Lemonheads;Come On Feel The Lemonheads;Rick James Style;weed
The Lemonheads;Come On Feel The Lemonheads;Rick James Style;marijuana
The Lemonheads;Come On Feel The Lemonheads;Style;weed
The Lemonheads;Come On Feel The Lemonheads;Style;marijuana
The Lemonheads;Creator;Plaster Caster;weed
The Lemonheads;Creator;Plaster Caster;marijuana
The Lemonheads;Creator;Plaster Caster;alcohol
The Lemonheads;Creator;Plaster Caster;beer
The Lemonheads;Creator;Plaster Caster;whiskey
The Lemonheads;Creator;Take Her Down;weed
The Lemonheads;Hate Your Friends;Hate Your Friends;alcohol
The Lemonheads;Hate Your Friends;I Don’t Wanna;alcohol
The Lemonheads;Hotel Sessions;Paid to Smile;cigarettes
The Lemonheads;Hotel Sessions;Style;weed
The Lemonheads;Hotel Sessions;Style;marijuana
The Lemonheads;It's a Shame About Ray;Ceiling Fan in My Spoon;jello
The Lemonheads;It's a Shame About Ray;My Drug Buddy;alcohol
The Lemonheads;It's a Shame About Ray;My Drug Buddy;weed
The Lemonheads;It's a Shame About Ray;Rudderless;alcohol
The Lemonheads;It's a Shame About Ray;Rudderless;weed
The Lemonheads;Lick;I Am a Rabbit;alcohol
The Lemonheads;Lick;Sad Girl;alcohol
The Lemonheads;Lick;Sad Girl;pills
The Lemonheads;Love Chant;Deep End;cigarettes
The Lemonheads;Lovey;(The) Door;alcohol
The Lemonheads;Lovey;Half the Time;alcohol
The Lemonheads;Lovey;Half the Time;nicotine
The Lemonheads;Lovey;Li'l Seed;weed
The Lemonheads;Lovey;Li'l Seed;marijuana
The Lemonheads;Lovey;[untitled];alcohol
The Lemonheads;Lovey;[untitled];weed
The Lemonheads;Lovey;[untitled];pills
The Lemonheads;The Lemonheads;Let’s Just Laugh;alcohol
The Lemonheads;Varshons;Green Fuz;alcohol
The Lemonheads;Varshons;Layin’ Up With Linda;alcohol
The Lemonheads;Varshons;Waiting Around to Die;alcohol
The Lemonheads;Varshons;Waiting Around to Die;wine
The Lemonheads;Varshons;Waiting Around to Die;codeine
The Lemonheads;Varshons 2;Abandoned;beer
The Lemonheads;Varshons 2;Abandoned;alcohol
The Lemonheads;Varshons 2;Round Here;alcohol
The Lemonheads;Varshons 2;Round Here;whiskey
The Lemonheads;Varshons 2;Straight to You;alcohol
The Lemonheads;Varshons 2;TAQN;quaalude
The Offspring;Americana;The Kids Aren't Alright;weed
The Offspring;Americana;The Kids Aren't Alright;marijuana
The Offspring;Conspiracy of One;One Fine Day;beer
The Offspring;Conspiracy of One;One Fine Day;alcohol
The Offspring;Conspiracy of One;Original Prankster;alcohol
The Offspring;Conspiracy of One;Original Prankster;weed
The Offspring;Conspiracy of One;Original Prankster;marijuana
The Offspring;Conspiracy of One;Original Prankster;pills
The Offspring;Days Go By;Cruising California (Bumpin’ in My Trunk);alcohol
The Offspring;Days Go By;I Wanna Secret Family (With You);alcohol
The Offspring;Days Go By;OC Guns;alcohol
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);alcohol
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);weed
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);marijuana
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);pills
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);cigarettes
The Offspring;Days Go By;Slim Pickens Does the Right Thing and Rides the Bomb to Hell / Self Esteem (live) / You’re Gonna Go Far, Kid (live) / The Kids Aren’t Alright (live);alcohol
The Offspring;Days Go By;Turning Into You;drugs
The Offspring;Ignition;Hypodermic;heroin
The Offspring;Ixnay on the Hombre;I Choose;booze
The Offspring;Ixnay on the Hombre;Me & My Old Lady;wine
The Offspring;Ixnay on the Hombre;Mota;weed
The Offspring;Ixnay on the Hombre;Mota;marijuana
The Offspring;Ixnay on the Hombre;Way Down the Line;alcohol
The Offspring;Let the Bad Times Roll;The Opioid Diaries;pills
The Offspring;Let the Bad Times Roll;The Opioid Diaries;drugs
The Offspring;Let the Bad Times Roll;The Opioid Diaries;dope
The Offspring;Let the Bad Times Roll;The Opioid Diaries;alcohol
The Offspring;Rise and Fall, Rage and Grace;Stuff Is Messed Up;alcohol
The Offspring;Rise and Fall, Rage and Grace;Stuff Is Messed Up;ecstasy
The Offspring;Rise and Fall, Rage and Grace;Stuff Is Messed Up;nicotine
The Offspring;Smash;Self Esteem;alcohol
The Offspring;Smash;Smash / Come Out and Play (reprise);tobacco
The Offspring;Smash;Time to Relax;wine
The Offspring;Splinter;Spare Me the Details;alcohol
The Offspring;Splinter;The Worst Hangover Ever;alcohol
The Offspring;Splinter;The Worst Hangover Ever;beer
The Offspring;SUPERCHARGED;Come to Brazil;alcohol
The Offspring;SUPERCHARGED;OK, but This Is the Last Time;alcohol
The Offspring;The Offspring;I’ll Be Waiting;beer
The Offspring;The Offspring;I’ll Be Waiting;smoking
The Police;Ghost in the Machine;Invisible Sun;cigarettes
The Police;Outlandos d’Amour;Be My Girl‐Sally;alcohol
The Police;Outlandos d’Amour;Masoko Tanga;drugs
The Police;Outlandos d’Amour;Peanuts;drugs
The Police;Synchronicity;Murder by Numbers;pills
The Psychedelic Furs;Book of Days;Shine;alcohol
The Psychedelic Furs;Book of Days;Torch;cigarettes
The Psychedelic Furs;Forever Now;Danger;alcohol
The Psychedelic Furs;Made of Rain;Come All Ye Faithful;weed
The Psychedelic Furs;Made of Rain;Don’t Believe;cigarettes
The Psychedelic Furs;Made of Rain;Don’t Believe;nicotine
The Psychedelic Furs;Made of Rain;The Boy That Invented Rock & Roll;drugs
The Psychedelic Furs;Made of Rain;The Boy That Invented Rock & Roll;alcohol
The Psychedelic Furs;Made of Rain;Wrong Train;pills
The Psychedelic Furs;Talk Talk Talk;All of This and Nothing;alcohol
The Psychedelic Furs;Talk Talk Talk;All of This and Nothing;cigarettes
The Psychedelic Furs;Talk Talk Talk;Dumb Waiters;cigarettes
The Queers;Acidbeaters;Girl About Town;alcohol
The Queers;Acidbeaters;Girl About Town;cigarettes
The Queers;Acidbeaters;I Don't Wanna Live in Hell;weed
The Queers;Acidbeaters;Morphine;alcohol
The Queers;Acidbeaters;With a Girl Like You;alcohol
The Queers;Back to the Basement;Back to the Basement;alcohol
The Queers;Back to the Basement;Don't Touch My Hat;alcohol
The Queers;Back to the Basement;Don't Touch My Hat;weed
The Queers;Back to the Basement;Fucked in the Head;alcohol
The Queers;Back to the Basement;I Knew GG When He Was a Wimp;alcohol
The Queers;Back to the Basement;I Knew GG When He Was a Wimp;beer
The Queers;Back to the Basement;Keep It Punk;alcohol
The Queers;Back to the Basement;Pull Me Out of It;alcohol
The Queers;Back to the Basement;Pull Me Out of It;pills
The Queers;Beat Off;Ben Weasel;alcohol
The Queers;Beat Off;Ben Weasel;nicotine
The Queers;Beat Off;Grounded;alcohol
The Queers;Beat Off;Grounded;nicotine
The Queers;Beat Off;Grounded;cigarettes
The Queers;Beat Off;Half Shitfaced;beer
The Queers;Beat Off;Half Shitfaced;alcohol
The Queers;Beat Off;Teenage Gluesniffer;alcohol
The Queers;Beat Off;Too Many Twinkies;alcohol
The Queers;Beat Off;Too Many Twinkies;cigarettes
The Queers;Beyond the Valley...;Babyface (Boo-Hoo-Hoo);alcohol
The Queers;Beyond the Valley...;I'm Not a Mongo Anymore;alcohol
The Queers;Beyond the Valley...;Stupid Fucking Vegan;weed
The Queers;Beyond the Valley...;Stupid Fucking Vegan;marijuana
The Queers;Beyond the Valley...;Uncouth;alcohol
The Queers;Beyond the Valley...;Uncouth;nicotine
The Queers;Don't Back Down;Born to Do Dishes;cigarettes
The Queers;Don't Back Down;I Only Drink Bud;beer
The Queers;Don't Back Down;I Only Drink Bud;alcohol
The Queers;Don't Back Down;Love, Love, Love;beer
The Queers;Grow Up;Boobarella;beer
The Queers;Grow Up;Burger King Queen;alcohol
The Queers;Grow Up;I Don't Wanna Get Involved;alcohol
The Queers;Grow Up;Love Love Love;beer
The Queers;Grow Up;Rambo Rat;cocaine
The Queers;Grow Up;Rambo Rat;heroin
The Queers;Grow Up;Rambo Rat;pills
The Queers;Love Songs for the Retarded;Feeling Groovy;beer
The Queers;Love Songs for the Retarded;Feeling Groovy;alcohol
The Queers;Love Songs for the Retarded;Fuck This World;alcohol
The Queers;Love Songs for the Retarded;Granola-Head;weed
The Queers;Love Songs for the Retarded;Granola-Head;marijuana
The Queers;Love Songs for the Retarded;Granola-Head;lsd
The Queers;Love Songs for the Retarded;Granola-Head;alcohol
The Queers;Love Songs for the Retarded;Hi Mom, It's Me!;alcohol
The Queers;Love Songs for the Retarded;Hi Mom, It's Me!;beer
The Queers;Love Songs for the Retarded;I Can't Stop Farting;beer
The Queers;Love Songs for the Retarded;Monster Zero;pot
The Queers;Love Songs for the Retarded;Monster Zero;alcohol
The Queers;Love Songs for the Retarded;Night of the Livid Queers;weed
The Queers;Love Songs for the Retarded;Night of the Livid Queers;alcohol
The Queers;Love Songs for the Retarded;Noodlebrain;alcohol
The Queers;Love Songs for the Retarded;Noodlebrain;beer
The Queers;Love Songs for the Retarded;Ursula Finally Has Tits;cigarettes
The Queers;Love Songs for the Retarded;You're Tripping;beer
The Queers;Move Back Home;Everything's Going My Way;alcohol
The Queers;Move Back Home;High School Psychopath II;alcohol
The Queers;Move Back Home;High School Psychopath II;weed
The Queers;Move Back Home;Next Stop Rehab;alcohol
The Queers;Munki Brain;Duke Kahanamoku;alcohol
The Queers;Munki Brain;Duke Kahanamoku;weed
The Queers;Munki Brain;Girl About Town;alcohol
The Queers;Munki Brain;Girl About Town;cigarettes
The Queers;Munki Brain;Houston We Have a Problem;Xanax
The Queers;Munki Brain;Houston We Have a Problem;Ativan
The Queers;Munki Brain;Houston We Have a Problem;whiskey
The Queers;Pleasant Screams;Danny Vapid;meth
The Queers;Pleasant Screams;Get a Life & Live It;drink
The Queers;Pleasant Screams;Get a Life & Live It;alcohol
The Queers;Pleasant Screams;I Don't Want You Hanging Around;dope
The Queers;Pleasant Screams;I Don't Want You Hanging Around;alcohol
The Queers;Pleasant Screams;You Just Gotta Blow My Mind;alcohol
The Queers;Pleasant Screams;You Just Gotta Blow My Mind;weed
The Queers;Pleasant Screams;You Just Gotta Blow My Mind;pills
The Queers;Punk Rock Confidential;Don't Mess It Up;alcohol
The Queers;Punk Rock Confidential;Everything's O.K.;alcohol
The Queers;Punk Rock Confidential;Everything's O.K.;weed
The Queers;Punk Rock Confidential;Motherfucker;alcohol
The Queers;Punk Rock Confidential Revisited;Everything's OK;beer
The Queers;Punk Rock Confidential Revisited;Everything's OK;alcohol
The Queers;Punk Rock Confidential Revisited;Everything's OK;stoned
The Queers;Punk Rock Confidential Revisited;Motherfucker;alcohol
The Queers;Reverberation;Be True to Your School;alcohol
The Queers;Reverberation;Deadman’s Curve;alcohol
The Queers;Reverberation;Love Potion #9;alcohol
The Queers;Reverberation;Strychnine;alcohol
The Queers;Reverberation;Strychnine;drugs
The Queers;Rocket to Russia;Here Today, Gone Tomorrow;weed
The Queers;Rocket to Russia;Here Today, Gone Tomorrow;alcohol
The Queers;Rocket to Russia;Here Today, Gone Tomorrow;alcohol
The Queers;Rocket to Russia;I Can't Give You Anything;beer
The Queers;Rocket to Russia;I Can't Give You Anything;alcohol
The Queers;Rocket to Russia;I Wanna Be Well;lsd
The Queers;Rocket to Russia;Teenage Lobotomy;alcohol
The Queers;Rocket to Russia;We're a Happy Family;pills
The Queers;Rocket to Russia;We're a Happy Family;drugs
The Queers;Save the World;Attack of the 5 Foot Bitch;weed
The Queers;Save the World;Attack of the 5 Foot Bitch;alcohol
The Queers;Save the World;Leave That Girl Alone;weed
The Queers;Save the World;Shit for Brains;alcohol
The Queers;Save the World;Shit for Brains;gin
The Queers;Save the World;We Love Our Fans;alcohol
The Queers;Save the World;White Power Feud in Atlanta;alcohol
The Queers;Save the World;Young Dumb and into Iron Maiden;weed
The Queers;Split Disc From Japan & USA;Girl About Town;alcohol
The Queers;Split Disc From Japan & USA;Girl About Town;smoking
The Queers;Split Disc From Japan & USA;Just Like You;alcohol
The Queers;Split Disc From Japan & USA;Monkey's Uncle;alcohol
The Queers;Split Disc From Japan & USA;Monkey's Uncle;weed
The Queers;Split Disc From Japan & USA;POP PUNK HELL;beer
The Queers;Split Disc From Japan & USA;POP PUNK HELL;alcohol
The Queers;Summer Hits No. 1;Fuck This World;caffeine
The Queers;Summer Hits No. 1;Love Love Love;beer
The Queers;Summer Hits No. 1;Monster Zero;weed
The Queers;Summer Hits No. 1;Monster Zero;marijuana
The Queers;Summer Hits No. 1;Monster Zero;alcohol
The Queers;Summer Hits No. 1;Ursula Finally Has Tits;cigarettes
The Queers;Summer Hits No. 1;You're Tripping;beer
Therapy?;A Brief Crack of Light;Before You, With You, After You;medicine
Therapy?;Babyteeth;Skyward;pills
Therapy?;Caucasian Psychosis;Prison Breaker;drugs
Therapy?;Cleave;Callow;alcohol
Therapy?;Cleave;Callow;pills
Therapy?;Cleave;Save Me From the Ordinary;alcohol
Therapy?;Crooked Timber;Enjoy the Struggle;alcohol
Therapy?;Disquiet;Helpless Still Lost;alcohol
Therapy?;Disquiet;Insecurity;alcohol
Therapy?;Disquiet;Vulgar Display of Powder;cocaine
Therapy?;High Anxiety;Hey Satan - You Rock;alcohol
Therapy?;High Anxiety;If It Kills Me;alcohol
Therapy?;High Anxiety;Who Knows;bottle
Therapy?;High Anxiety;Who Knows;pills
Therapy?;Never Apologise Never Explain;Rock You Monkeys;alcohol
Therapy?;Never Apologise Never Explain;Rock You Monkeys;cocaine
Therapy?;Never Apologise Never Explain;This Ship Is Sinking;wine
Therapy?;Nurse;Disgracelands;alcohol
Therapy?;Nurse;Disgracelands;weed
Therapy?;Nurse;Disgracelands;marijuana
Therapy?;Nurse;Zipless;alcohol
