band;album;song;source;word;count;aggregated_word
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;fuck;;fuck
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;shit;;shit
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;bitch;;bitch
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;asshole;;asshole
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;bastard;;bastard
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;damn;;damn
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;hell;;damn
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;crap;;shit
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;cunt;;asshole
Talking Heads;Sounds From True Stories;Cocktail Desperado;llm;motherfucker;;fuck
Talking Heads;Sounds From True Stories;Dinner Music;static;hell;2;damn
Talking Heads;Sounds From True Stories;Dinner Music;static;damn;4;damn
Talking Heads;Sounds From True Stories;Dinner Music;static;ass;1;asshole
Talking Heads;Sounds From True Stories;Dinner Music;llm;goddamn;;damn
Talking Heads;Sounds From True Stories;Dinner Music;llm;hell;;damn
Talking Heads;Sounds From True Stories;Freeway Son;static;shit;2;shit
Talking Heads;Sounds From True Stories;Freeway Son;static;ass;6;asshole
Talking Heads;Sounds From True Stories;Freeway Son;static;fuck;1;fuck
Talking Heads;Sounds From True Stories;Freeway Son;llm;fuck;;fuck
Talking Heads;Sounds From True Stories;Freeway Son;llm;shit;;shit
Talking Heads;Sounds From True Stories;Glass Operator;static;hell;1;damn
Talking Heads;Sounds From True Stories;Glass Operator;static;ass;2;asshole
Talking Heads;Sounds From True Stories;I Love Metal Buildings;static;ass;4;asshole
Talking Heads;Sounds From True Stories;Mall Muzak;static;damn;5;damn
Talking Heads;Sounds From True Stories;Mall Muzak;static;hell;7;damn
Talking Heads;Sounds From True Stories;Mall Muzak;static;ass;4;asshole
Talking Heads;Sounds From True Stories;Mall Muzak;llm;damn;;damn
Talking Heads;Sounds From True Stories;Mall Muzak;llm;hell;;damn
Talking Heads;Sounds From True Stories;Mall Muzak;llm;shit;;shit
Talking Heads;Sounds From True Stories;Mall Muzak;llm;fuck;;fuck
Talking Heads;Sounds From True Stories;Mall Muzak;llm;god;;religious
Talking Heads;Sounds From True Stories;Soy de Tejas;static;shit;1;shit
Talking Heads;Sounds From True Stories;Soy de Tejas;static;bitch;8;bitch
Talking Heads;Sounds From True Stories;Soy de Tejas;llm;fuck;;fuck
Talking Heads;Sounds From True Stories;Soy de Tejas;llm;shit;;shit
Talking Heads;Sounds From True Stories;Soy de Tejas;llm;bitch;;bitch
Talking Heads;Sounds From True Stories;Soy de Tejas;llm;damn;;damn
Talking Heads;Speaking in Tongues;Making Flippy Floppy;static;pic;1;asshole
Talking Heads;Speaking in Tongues;Making Flippy Floppy;llm;fuck;;fuck
Talking Heads;Speaking in Tongues;Moon Rocks;static;ass;1;asshole
Talking Heads;Speaking in Tongues;Pull Up the Roots;static;hell;1;damn
Talking Heads;Speaking in Tongues;This Must Be the Place (Naive Melody);static;ass;1;asshole
Talking Heads;Speaking in Tongues;This Must Be the Place (Naive Melody);static;pic;1;asshole
Talking Heads;Talking Heads: 77;Don’t Worry About the Government;static;pic;2;asshole
Talking Heads;Talking Heads: 77;Happy Day;static;ass;1;asshole
Talking Heads;Talking Heads: 77;No Compassion;static;ass;4;asshole
Talking Heads;Talking Heads: 77;The Book I Read;static;ass;1;asshole
Talking Heads;True Stories;City of Dreams;static;ass;1;asshole
Talking Heads;True Stories;People Like Us;static;ass;1;asshole
Talking Heads;True Stories;Radio Head;static;pic;4;asshole
Talking Heads;True Stories;Wild Wild Life;static;pic;1;asshole
Talking Heads;True Stories Soundtrack;Brownie’s Theme;static;shit;3;shit
Talking Heads;True Stories Soundtrack;Brownie’s Theme;static;bitch;4;bitch
Talking Heads;True Stories Soundtrack;Brownie’s Theme;static;hell;2;damn
Talking Heads;True Stories Soundtrack;Brownie’s Theme;llm;fuck;;fuck
Talking Heads;True Stories Soundtrack;Brownie’s Theme;llm;shit;;shit
Talking Heads;True Stories Soundtrack;Brownie’s Theme;llm;bitch;;bitch
Talking Heads;True Stories Soundtrack;Brownie’s Theme;llm;damn;;damn
Talking Heads;True Stories Soundtrack;Brownie’s Theme;llm;hell;;damn
Talking Heads;True Stories Soundtrack;Buster’s Theme;static;ass;2;asshole
Talking Heads;True Stories Soundtrack;City of Dreams;static;ass;1;asshole
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;fuck;24;fuck
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;motherfucker;1;fuck
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;hell;2;damn
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;bitch;9;bitch
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;ass;6;asshole
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;shit;6;shit
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;dick;3;asshole
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;crap;1;shit
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;piss;2;other
Talking Heads;True Stories Soundtrack;Cocktail Desperado;static;pic;3;asshole
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;fuck;;fuck
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;shit;;shit
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;bitch;;bitch
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;asshole;;asshole
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;bastard;;bastard
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;damn;;damn
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;hell;;damn
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;crap;;shit
Talking Heads;True Stories Soundtrack;Cocktail Desperado;llm;motherfucker;;fuck
Talking Heads;True Stories Soundtrack;Dinner Music;static;hell;2;damn
Talking Heads;True Stories Soundtrack;Dinner Music;static;damn;4;damn
Talking Heads;True Stories Soundtrack;Dinner Music;static;ass;1;asshole
Talking Heads;True Stories Soundtrack;Dinner Music;llm;goddamn;;damn
Talking Heads;True Stories Soundtrack;Dinner Music;llm;hell;;damn
Talking Heads;True Stories Soundtrack;Freeway Son;static;shit;2;shit
Talking Heads;True Stories Soundtrack;Freeway Son;static;ass;6;asshole
Talking Heads;True Stories Soundtrack;Freeway Son;static;fuck;1;fuck
Talking Heads;True Stories Soundtrack;Glass Operator;static;hell;1;damn
Talking Heads;True Stories Soundtrack;Glass Operator;static;ass;2;asshole
Talking Heads;True Stories Soundtrack;I ♥ Metal Buildings;static;dick;1;asshole
Talking Heads;True Stories Soundtrack;I ♥ Metal Buildings;static;ass;32;asshole
Talking Heads;True Stories Soundtrack;I ♥ Metal Buildings;static;hell;5;damn
Talking Heads;True Stories Soundtrack;I ♥ Metal Buildings;static;pic;17;asshole
Talking Heads;True Stories Soundtrack;I ♥ Metal Buildings;llm;damn;;damn
Talking Heads;True Stories Soundtrack;I ♥ Metal Buildings;llm;hell;;damn
Talking Heads;True Stories Soundtrack;Love Theme From True Stories;static;ass;5;asshole
Talking Heads;True Stories Soundtrack;Mall Muzak;static;damn;5;damn
Talking Heads;True Stories Soundtrack;Mall Muzak;static;hell;7;damn
Talking Heads;True Stories Soundtrack;Mall Muzak;static;ass;4;asshole
Talking Heads;True Stories Soundtrack;Mall Muzak;llm;damn;;damn
Talking Heads;True Stories Soundtrack;Mall Muzak;llm;hell;;damn
Talking Heads;True Stories Soundtrack;Mall Muzak;llm;damn it;;damn
Talking Heads;True Stories Soundtrack;Mall Muzak;llm;git;;other
Talking Heads;True Stories Soundtrack;People Like Us;static;ass;1;asshole
Talking Heads;True Stories Soundtrack;Soy de Tejas;static;shit;1;shit
Talking Heads;True Stories Soundtrack;Soy de Tejas;static;bitch;8;bitch
Talking Heads;True Stories Soundtrack;Wild Wild Life;static;pic;1;asshole
The 4‐Skins;A Fistful of 4 Skins;Betrayed;static;dick;1;asshole
The 4‐Skins;A Fistful of 4 Skins;Betrayed;static;ass;1;asshole
The 4‐Skins;A Fistful of 4 Skins;Betrayed;static;pic;1;asshole
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;bitch;5;bitch
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;ass;6;asshole
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;dick;2;asshole
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;fuck;18;fuck
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;motherfucker;2;fuck
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;bastard;1;bastard
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;shit;5;shit
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;damn;1;damn
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;cunt;1;asshole
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;piss;1;other
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;hell;1;damn
The 4‐Skins;A Fistful of 4 Skins;I'll Stick to My Guns;static;pic;2;asshole
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;static;fuck;3;fuck
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;static;damn;2;damn
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;static;ass;1;asshole
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;llm;fuck;;fuck
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;llm;damn;;damn
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;llm;hell;;damn
The 4‐Skins;A Fistful of 4 Skins;Johnny Go Home;llm;shit;;shit
The 4‐Skins;A Fistful of 4 Skins;New War;static;fuck;5;fuck
The 4‐Skins;A Fistful of 4 Skins;New War;llm;fuck;;fuck
The 4‐Skins;A Fistful of 4 Skins;On File;static;ass;3;asshole
The 4‐Skins;A Fistful of 4 Skins;On File;static;hell;1;damn
The 4‐Skins;A Fistful of 4 Skins;On File;static;bastard;1;bastard
The 4‐Skins;A Fistful of 4 Skins;On File;static;hovn;1;shit
The 4‐Skins;A Fistful of 4 Skins;The Gambler;static;ass;2;asshole
The 4‐Skins;A Fistful of 4 Skins;The Gambler;static;hell;3;damn
The 4‐Skins;A Fistful of 4 Skins;The Gambler;static;pic;1;asshole
The 4‐Skins;A Fistful of 4 Skins;The Gambler;static;sra;2;shit
The 4‐Skins;A Fistful of 4 Skins;The Gambler;llm;fuck;;fuck
The 4‐Skins;A Fistful of 4 Skins;The Gambler;llm;shit;;shit
The 4‐Skins;A Fistful of 4 Skins;The Gambler;llm;bastard;;bastard
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;static;fuck;5;fuck
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;static;bitch;17;bitch
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;static;shit;4;shit
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;static;dick;2;asshole
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;llm;fuck;;fuck
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;llm;shit;;shit
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;llm;bitch;;bitch
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;llm;damn;;damn
The 4‐Skins;A Fistful of 4 Skins;The Spy From Alaska;llm;hell;;damn
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;static;shit;7;shit
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;static;fuck;3;fuck
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;static;bitch;2;bitch
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;static;ass;8;asshole
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;static;piss;1;other
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;static;pic;2;asshole
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;llm;fuck;;fuck
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;llm;shit;;shit
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;llm;bitch;;bitch
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;llm;asshole;;asshole
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;llm;damn;;damn
The 4‐Skins;A Fistful of 4 Skins;Waiting for a Friend;llm;hell;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;A.C.A.B. (live);static;fuck;1;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;A.C.A.B. (live);static;bastard;5;bastard
The 4‐Skins;The Good, the Bad & The 4 Skins;A.C.A.B. (live);llm;fuck;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;A.C.A.B. (live);llm;bastards;;bastard
The 4‐Skins;The Good, the Bad & The 4 Skins;Chaos (live);static;ass;4;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Evil (live);static;ass;2;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Evil (live);static;pic;1;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Evil (live);llm;shit;;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Evil (live);llm;fuck;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;I Don't Wanna Die (live);llm;barmy;;other
The 4‐Skins;The Good, the Bad & The 4 Skins;I Don't Wanna Die (live);llm;ain't;;other
The 4‐Skins;The Good, the Bad & The 4 Skins;Jack the Lad;llm;shit;;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Jack the Lad;llm;damn;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;static;shit;4;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;static;fuck;4;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;static;bitch;2;bitch
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;static;dick;1;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;static;hell;1;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;static;motherfucker;1;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;llm;fuck;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;llm;shit;;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;llm;bitch;;bitch
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;llm;damn;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;llm;hell;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Jealousy;llm;motherfucker;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Justice;static;ass;2;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;static;shit;6;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;static;fuck;3;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;static;ass;1;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;static;damn;1;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;static;pic;2;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;llm;fuck;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;llm;shit;;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Manifesto;llm;damn;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;One Law for Them (live);static;fuck;3;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;One Law for Them (live);static;damn;2;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;One Law for Them (live);static;ass;1;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;One Law for Them (live);llm;fuck;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;One Law for Them (live);llm;damn;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;One Law for Them (live);llm;shit;;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Remembrance Day;static;hell;29;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Remembrance Day;static;ass;17;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Remembrance Day;static;damn;5;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Remembrance Day;static;pic;1;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;dick;1;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;fuck;10;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;motherfucker;4;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;ass;5;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;bitch;2;bitch
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;shit;4;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;hell;1;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);static;damn;2;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);llm;fuck;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);llm;shit;;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);llm;bitch;;bitch
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);llm;damn;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);llm;hell;;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);llm;cunt;;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Sorry (live);llm;motherfucker;;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Wonderful World (live) / 1984 (live);static;shit;1;shit
The 4‐Skins;The Good, the Bad & The 4 Skins;Wonderful World (live) / 1984 (live);static;bastard;2;bastard
The 4‐Skins;The Good, the Bad & The 4 Skins;Wonderful World (live) / 1984 (live);static;ass;1;asshole
The 4‐Skins;The Good, the Bad & The 4 Skins;Wonderful World (live) / 1984 (live);static;hell;2;damn
The 4‐Skins;The Good, the Bad & The 4 Skins;Wonderful World (live) / 1984 (live);static;fuck;1;fuck
The 4‐Skins;The Good, the Bad & The 4 Skins;Wonderful World (live) / 1984 (live);static;pic;4;asshole
The 4‐Skins;The Return;Come on Feel the Noize;static;ass;1;asshole
The 4‐Skins;The Return;Come on Feel the Noize;static;pic;1;asshole
The 4‐Skins;The Return;Evil;static;cunt;1;asshole
The 4‐Skins;The Return;Evil;llm;cunts;;asshole
The 4‐Skins;The Return;I Don't Care;static;fuck;3;fuck
The 4‐Skins;The Return;I Don't Care;static;damn;2;damn
The 4‐Skins;The Return;I Don't Care;static;ass;1;asshole
The 4‐Skins;The Return;I Don't Care;llm;fuck;;fuck
The 4‐Skins;The Return;I Don't Care;llm;damn;;damn
The 4‐Skins;The Return;I Don't Care;llm;hell;;damn
The 4‐Skins;The Return;Jealousy;static;shit;4;shit
The 4‐Skins;The Return;Jealousy;static;fuck;4;fuck
The 4‐Skins;The Return;Jealousy;static;bitch;2;bitch
The 4‐Skins;The Return;Jealousy;static;dick;1;asshole
The 4‐Skins;The Return;Jealousy;static;hell;1;damn
The 4‐Skins;The Return;Jealousy;static;motherfucker;1;fuck
The 4‐Skins;The Return;Prawn Sandwich;static;ass;48;asshole
The 4‐Skins;The Return;Prawn Sandwich;static;hell;5;damn
The 4‐Skins;The Return;Prawn Sandwich;static;damn;1;damn
The 4‐Skins;The Return;Prawn Sandwich;static;pic;17;asshole
The 4‐Skins;The Return;Soldiers Graves;static;ass;45;asshole
The 4‐Skins;The Return;Sorry;static;damn;3;damn
The 4‐Skins;The Return;Sorry;static;ass;1;asshole
The 4‐Skins;The Return;Sorry;static;asshole;1;asshole
The 4‐Skins;The Return;Sorry;llm;damn;;damn
The 4‐Skins;The Return;Sorry;llm;asshole;;asshole
The 4‐Skins;The Return;Take No More;static;fuck;3;fuck
The 4‐Skins;The Return;Take No More;static;damn;2;damn
The 4‐Skins;The Return;Take No More;static;ass;1;asshole
The 4‐Skins;The Return;Take No More;llm;fuck;;fuck
The 4‐Skins;The Return;Take No More;llm;damn;;damn
The 4‐Skins;The Return;Take No More;llm;hell;;damn
The 4‐Skins;The Return;Thanks for the Memories;static;hell;7;damn
The 4‐Skins;The Return;Thanks for the Memories;static;damn;4;damn
The 4‐Skins;The Return;Thanks for the Memories;static;ass;14;asshole
The 4‐Skins;The Return;Thanks for the Memories;static;pic;13;asshole
