band;album;song;emotion
The Lemonheads;Car Button Cloth;Something’s Missing;hopelessness
The Lemonheads;Car Button Cloth;Tenderfoot;frustration
The Lemonheads;Car Button Cloth;Tenderfoot;hopelessness
The Lemonheads;Car Button Cloth;Tenderfoot;anger
The Lemonheads;Car Button Cloth;The Outdoor Type;frustration
The Lemonheads;Car Button Cloth;The Outdoor Type;fear
The Lemonheads;Car Button Cloth;The Outdoor Type;sarcasm
The Lemonheads;Car Button Cloth;The Outdoor Type;irony
The Lemonheads;Come On Feel The Lemonheads;Being Around;sadness
The Lemonheads;Come On Feel The Lemonheads;Being Around;frustration
The Lemonheads;Come On Feel The Lemonheads;Being Around;hopelessness
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;sadness
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;frustration
The Lemonheads;Come On Feel The Lemonheads;Big Gay Heart;hopelessness
The Lemonheads;Come On Feel The Lemonheads;Dawn Can’t Decide;joy
The Lemonheads;Come On Feel The Lemonheads;Dawn Can’t Decide;confidence
The Lemonheads;Come On Feel The Lemonheads;Down About It;sadness
The Lemonheads;Come On Feel The Lemonheads;Down About It;hopelessness
The Lemonheads;Come On Feel The Lemonheads;Down About It;frustration
The Lemonheads;Come On Feel The Lemonheads;Favorite T;sadness
The Lemonheads;Come On Feel The Lemonheads;Favorite T;frustration
The Lemonheads;Come On Feel The Lemonheads;Favorite T;nostalgia
The Lemonheads;Come On Feel The Lemonheads;Into Your Arms;sadness
The Lemonheads;Come On Feel The Lemonheads;Into Your Arms;hopelessness
The Lemonheads;Come On Feel The Lemonheads;Into Your Arms;confidence
The Lemonheads;Come On Feel The Lemonheads;It’s About Time;anger
The Lemonheads;Come On Feel The Lemonheads;It’s About Time;frustration
The Lemonheads;Come On Feel The Lemonheads;It’s About Time;irony
The Lemonheads;Come On Feel The Lemonheads;I’ll Do It Anyway;anger
The Lemonheads;Come On Feel The Lemonheads;I’ll Do It Anyway;confidence
The Lemonheads;Come On Feel The Lemonheads;I’ll Do It Anyway;irony
The Lemonheads;Come On Feel The Lemonheads;Miss Otis Regrets;anger
The Lemonheads;Come On Feel The Lemonheads;Miss Otis Regrets;sadness
The Lemonheads;Come On Feel The Lemonheads;Miss Otis Regrets;frustration
The Lemonheads;Come On Feel The Lemonheads;Miss Otis Regrets;irony
The Lemonheads;Come On Feel The Lemonheads;Paid to Smile;frustration
The Lemonheads;Come On Feel The Lemonheads;Paid to Smile;anger
The Lemonheads;Come On Feel The Lemonheads;Paid to Smile;sadness
The Lemonheads;Come On Feel The Lemonheads;Rest Assured;sadness
The Lemonheads;Come On Feel The Lemonheads;Rest Assured;frustration
The Lemonheads;Come On Feel The Lemonheads;Rest Assured;hopelessness
The Lemonheads;Come On Feel The Lemonheads;Rick James Style;frustration
The Lemonheads;Come On Feel The Lemonheads;Rick James Style;irony
The Lemonheads;Come On Feel The Lemonheads;Rick James Style;hopelessness
The Lemonheads;Come On Feel The Lemonheads;Style;frustration
The Lemonheads;Come On Feel The Lemonheads;Style;hopelessness
The Lemonheads;Come On Feel The Lemonheads;Style;irony
The Lemonheads;Come On Feel The Lemonheads;The Great Big NO;sadness
The Lemonheads;Come On Feel The Lemonheads;The Great Big NO;frustration
The Lemonheads;Come On Feel The Lemonheads;The Great Big NO;hopelessness
The Lemonheads;Come On Feel The Lemonheads;You Can Take It With You;frustration
The Lemonheads;Come On Feel The Lemonheads;You Can Take It With You;hopelessness
The Lemonheads;Come On Feel The Lemonheads;You Can Take It With You;confidence
The Lemonheads;Creator;Burying Ground;sadness
The Lemonheads;Creator;Burying Ground;hopelessness
The Lemonheads;Creator;Burying Ground;frustration
The Lemonheads;Creator;Clang Bang Clang;anger
The Lemonheads;Creator;Clang Bang Clang;sadness
The Lemonheads;Creator;Clang Bang Clang;frustration
The Lemonheads;Creator;Come to the Window;sadness
The Lemonheads;Creator;Come to the Window;hopelessness
The Lemonheads;Creator;Come to the Window;confidence
The Lemonheads;Creator;Die Right Now;anger
The Lemonheads;Creator;Die Right Now;frustration
The Lemonheads;Creator;Die Right Now;irony
The Lemonheads;Creator;Falling;sadness
The Lemonheads;Creator;Falling;hopelessness
The Lemonheads;Creator;Falling;fear
The Lemonheads;Creator;Live Without;sadness
The Lemonheads;Creator;Live Without;frustration
The Lemonheads;Creator;Live Without;hopelessness
The Lemonheads;Creator;Out;sadness
The Lemonheads;Creator;Out;frustration
The Lemonheads;Creator;Out;hopelessness
The Lemonheads;Creator;Plaster Caster;anger
The Lemonheads;Creator;Plaster Caster;aggression
The Lemonheads;Creator;Plaster Caster;confidence
The Lemonheads;Creator;Plaster Caster;frustration
The Lemonheads;Creator;Postcard;sadness
The Lemonheads;Creator;Postcard;frustration
The Lemonheads;Creator;Postcard;hopelessness
The Lemonheads;Creator;Sunday;sadness
The Lemonheads;Creator;Sunday;frustration
The Lemonheads;Creator;Sunday;hopelessness
The Lemonheads;Creator;Take Her Down;sadness
The Lemonheads;Creator;Take Her Down;frustration
The Lemonheads;Creator;Take Her Down;hopelessness
The Lemonheads;Creator;Two Weeks in Another Town;frustration
The Lemonheads;Creator;Two Weeks in Another Town;sadness
The Lemonheads;Creator;Two Weeks in Another Town;nostalgia
The Lemonheads;Creator;Your Home Is Where You're Happy;hopefulness
The Lemonheads;Creator;Your Home Is Where You're Happy;confidence
The Lemonheads;Creator;Your Home Is Where You're Happy;frustration
The Lemonheads;Hate Your Friends;3‐9‐4;sadness
The Lemonheads;Hate Your Friends;3‐9‐4;anger
The Lemonheads;Hate Your Friends;3‐9‐4;hopelessness
The Lemonheads;Hate Your Friends;Amazing Grace;hopelessness
The Lemonheads;Hate Your Friends;Amazing Grace;joy
The Lemonheads;Hate Your Friends;Belt;anger
The Lemonheads;Hate Your Friends;Belt;aggression
The Lemonheads;Hate Your Friends;Belt;frustration
The Lemonheads;Hate Your Friends;Don’t Tell Yourself It’s OK;sadness
The Lemonheads;Hate Your Friends;Don’t Tell Yourself It’s OK;frustration
The Lemonheads;Hate Your Friends;Don’t Tell Yourself It’s OK;pain
The Lemonheads;Hate Your Friends;Fed Up;anger
The Lemonheads;Hate Your Friends;Fed Up;frustration
The Lemonheads;Hate Your Friends;Fucked Up;sadness
The Lemonheads;Hate Your Friends;Fucked Up;frustration
The Lemonheads;Hate Your Friends;Fucked Up;irony
The Lemonheads;Hate Your Friends;Hate Your Friends;frustration
The Lemonheads;Hate Your Friends;Hate Your Friends;anger
The Lemonheads;Hate Your Friends;Hate Your Friends;sadness
The Lemonheads;Hate Your Friends;I Don’t Wanna;sadness
The Lemonheads;Hate Your Friends;I Don’t Wanna;hopelessness
The Lemonheads;Hate Your Friends;I Don’t Wanna;frustration
The Lemonheads;Hate Your Friends;Nothing True;sadness
The Lemonheads;Hate Your Friends;Nothing True;frustration
The Lemonheads;Hate Your Friends;Nothing True;hopelessness
The Lemonheads;Hate Your Friends;Rat Velvet;anger
The Lemonheads;Hate Your Friends;Rat Velvet;sadness
The Lemonheads;Hate Your Friends;Rat Velvet;frustration
The Lemonheads;Hate Your Friends;Second Chance;sadness
The Lemonheads;Hate Your Friends;Second Chance;anger
The Lemonheads;Hate Your Friends;Second Chance;frustration
The Lemonheads;Hate Your Friends;Sneakyville;anger
The Lemonheads;Hate Your Friends;Sneakyville;frustration
The Lemonheads;Hate Your Friends;Sneakyville;hopelessness
The Lemonheads;Hate Your Friends;Uhhh;anger
The Lemonheads;Hate Your Friends;Uhhh;sadness
The Lemonheads;Hate Your Friends;Uhhh;frustration
The Lemonheads;Hotel Sessions;Being Around;sadness
The Lemonheads;Hotel Sessions;Being Around;frustration
The Lemonheads;Hotel Sessions;Being Around;fear
The Lemonheads;Hotel Sessions;Big Gay Heart;sadness
The Lemonheads;Hotel Sessions;Big Gay Heart;frustration
The Lemonheads;Hotel Sessions;Big Gay Heart;hopelessness
The Lemonheads;Hotel Sessions;Down About It;sadness
The Lemonheads;Hotel Sessions;Down About It;hopelessness
The Lemonheads;Hotel Sessions;Down About It;frustration
The Lemonheads;Hotel Sessions;Great Big No;sadness
The Lemonheads;Hotel Sessions;Great Big No;hopelessness
The Lemonheads;Hotel Sessions;Great Big No;frustration
The Lemonheads;Hotel Sessions;I'll Do It Anyway;confidence
The Lemonheads;Hotel Sessions;I'll Do It Anyway;frustration
The Lemonheads;Hotel Sessions;I'll Do It Anyway;hopelessness
The Lemonheads;Hotel Sessions;Into Your Arms;sadness
The Lemonheads;Hotel Sessions;Into Your Arms;hopelessness
The Lemonheads;Hotel Sessions;Into Your Arms;confidence
The Lemonheads;Hotel Sessions;It's About Time;frustration
The Lemonheads;Hotel Sessions;It's About Time;anger
The Lemonheads;Hotel Sessions;It's About Time;confidence
The Lemonheads;Hotel Sessions;Paid to Smile;anger
The Lemonheads;Hotel Sessions;Paid to Smile;frustration
The Lemonheads;Hotel Sessions;Paid to Smile;alienation
The Lemonheads;Hotel Sessions;Rest Assured;sadness
The Lemonheads;Hotel Sessions;Rest Assured;frustration
The Lemonheads;Hotel Sessions;Rest Assured;hopelessness
The Lemonheads;Hotel Sessions;Style;frustration
The Lemonheads;Hotel Sessions;Style;hopelessness
The Lemonheads;It's a Shame About Ray;Alison's Starting to Happen;confidence
The Lemonheads;It's a Shame About Ray;Alison's Starting to Happen;joy
The Lemonheads;It's a Shame About Ray;Alison's Starting to Happen;hopelessness
The Lemonheads;It's a Shame About Ray;Bit Part;sadness
The Lemonheads;It's a Shame About Ray;Bit Part;frustration
The Lemonheads;It's a Shame About Ray;Bit Part;hopelessness
The Lemonheads;It's a Shame About Ray;Ceiling Fan in My Spoon;fear
The Lemonheads;It's a Shame About Ray;Ceiling Fan in My Spoon;sadness
The Lemonheads;It's a Shame About Ray;Ceiling Fan in My Spoon;frustration
The Lemonheads;It's a Shame About Ray;Confetti;sadness
The Lemonheads;It's a Shame About Ray;Confetti;frustration
The Lemonheads;It's a Shame About Ray;Confetti;hopelessness
The Lemonheads;It's a Shame About Ray;Frank Mills;frustration
The Lemonheads;It's a Shame About Ray;Frank Mills;sadness
The Lemonheads;It's a Shame About Ray;Frank Mills;hopelessness
The Lemonheads;It's a Shame About Ray;Hannah & Gabi;sadness
The Lemonheads;It's a Shame About Ray;Hannah & Gabi;frustration
The Lemonheads;It's a Shame About Ray;Hannah & Gabi;hopelessness
The Lemonheads;It's a Shame About Ray;It's a Shame About Ray;sadness
The Lemonheads;It's a Shame About Ray;It's a Shame About Ray;hopelessness
The Lemonheads;It's a Shame About Ray;It's a Shame About Ray;nostalgia
The Lemonheads;It's a Shame About Ray;Kitchen;joy
The Lemonheads;It's a Shame About Ray;Kitchen;confidence
The Lemonheads;It's a Shame About Ray;Kitchen;nostalgia
The Lemonheads;It's a Shame About Ray;My Drug Buddy;sadness
The Lemonheads;It's a Shame About Ray;My Drug Buddy;frustration
The Lemonheads;It's a Shame About Ray;My Drug Buddy;loneliness
The Lemonheads;It's a Shame About Ray;My Drug Buddy;aggression
The Lemonheads;It's a Shame About Ray;Rockin' Stroll;hopelessness
The Lemonheads;It's a Shame About Ray;Rockin' Stroll;joy
The Lemonheads;It's a Shame About Ray;Rockin' Stroll;frustration
The Lemonheads;It's a Shame About Ray;Rudderless;sadness
The Lemonheads;It's a Shame About Ray;Rudderless;hopelessness
The Lemonheads;It's a Shame About Ray;Rudderless;frustration
The Lemonheads;It's a Shame About Ray;The Turnpike Down;sadness
The Lemonheads;It's a Shame About Ray;The Turnpike Down;frustration
The Lemonheads;It's a Shame About Ray;The Turnpike Down;hopelessness
The Lemonheads;Lick;7 Powers;nostalgia
The Lemonheads;Lick;7 Powers;sadness
The Lemonheads;Lick;7 Powers;frustration
The Lemonheads;Lick;A Circle of One;frustration
The Lemonheads;Lick;A Circle of One;hopelessness
The Lemonheads;Lick;A Circle of One;sadness
The Lemonheads;Lick;Anyway;sadness
The Lemonheads;Lick;Anyway;frustration
The Lemonheads;Lick;Anyway;hopelessness
The Lemonheads;Lick;Cazzo di Ferro;anger
The Lemonheads;Lick;Cazzo di Ferro;frustration
The Lemonheads;Lick;Cazzo di Ferro;irony
The Lemonheads;Lick;Come Back D.A.;anger
The Lemonheads;Lick;Come Back D.A.;frustration
The Lemonheads;Lick;Come Back D.A.;hopelessness
The Lemonheads;Lick;Ever;sadness
The Lemonheads;Lick;Ever;frustration
The Lemonheads;Lick;Ever;hopelessness
The Lemonheads;Lick;Glad I Don’t Know;fear
The Lemonheads;Lick;Glad I Don’t Know;frustration
The Lemonheads;Lick;Glad I Don’t Know;hopelessness
The Lemonheads;Lick;I Am a Rabbit;frustration
The Lemonheads;Lick;I Am a Rabbit;fear
The Lemonheads;Lick;I Am a Rabbit;aggression
The Lemonheads;Lick;Luka;sadness
The Lemonheads;Lick;Luka;fear
The Lemonheads;Lick;Luka;frustration
The Lemonheads;Lick;Mad;anger
The Lemonheads;Lick;Mad;frustration
The Lemonheads;Lick;Mad;sadness
The Lemonheads;Lick;Mallo Cup;sadness
The Lemonheads;Lick;Mallo Cup;frustration
The Lemonheads;Lick;Sad Girl;sadness
The Lemonheads;Lick;Sad Girl;frustration
The Lemonheads;Lick;Sad Girl;irony
The Lemonheads;Lick;Strange;sadness
The Lemonheads;Lick;Strange;frustration
The Lemonheads;Love Chant;58 Second Song;sadness
The Lemonheads;Love Chant;58 Second Song;hopelessness
The Lemonheads;Love Chant;58 Second Song;frustration
The Lemonheads;Love Chant;Be‐In;sadness
The Lemonheads;Love Chant;Be‐In;hopelessness
The Lemonheads;Love Chant;Be‐In;frustration
The Lemonheads;Love Chant;Cell Phone Blues;sadness
The Lemonheads;Love Chant;Cell Phone Blues;frustration
The Lemonheads;Love Chant;Cell Phone Blues;hopelessness
The Lemonheads;Love Chant;Deep End;sadness
The Lemonheads;Love Chant;Deep End;hopelessness
The Lemonheads;Love Chant;Deep End;frustration
The Lemonheads;Love Chant;Deep End;nostalgia
The Lemonheads;Love Chant;In the Margin;anger
The Lemonheads;Love Chant;In the Margin;frustration
The Lemonheads;Love Chant;In the Margin;hopelessness
The Lemonheads;Love Chant;In the Margin;sadness
The Lemonheads;Love Chant;In the Margin;confidence
The Lemonheads;Love Chant;Love Chant;anger
The Lemonheads;Love Chant;Love Chant;frustration
The Lemonheads;Love Chant;Marauders;frustration
The Lemonheads;Love Chant;Marauders;confidence
The Lemonheads;Love Chant;Marauders;irony
The Lemonheads;Love Chant;Roky;frustration
The Lemonheads;Love Chant;Roky;hopelessness
The Lemonheads;Love Chant;Roky;sadness
The Lemonheads;Love Chant;Roky;irony
The Lemonheads;Love Chant;The Key of Victory;anger
The Lemonheads;Love Chant;The Key of Victory;frustration
The Lemonheads;Love Chant;The Key of Victory;confidence
The Lemonheads;Love Chant;Togetherness Is All I’m After;frustration
The Lemonheads;Love Chant;Togetherness Is All I’m After;sadness
The Lemonheads;Love Chant;Togetherness Is All I’m After;hopelessness
The Lemonheads;Love Chant;Wild Thing;confidence
The Lemonheads;Love Chant;Wild Thing;manipulation
The Lemonheads;Lovey;(The) Door;sadness
The Lemonheads;Lovey;(The) Door;frustration
The Lemonheads;Lovey;(The) Door;hopelessness
The Lemonheads;Lovey;Ballarat;anger
The Lemonheads;Lovey;Ballarat;aggression
The Lemonheads;Lovey;Ballarat;fear
The Lemonheads;Lovey;Ballarat;frustration
The Lemonheads;Lovey;Brass Buttons;sadness
The Lemonheads;Lovey;Brass Buttons;nostalgia
The Lemonheads;Lovey;Brass Buttons;frustration
The Lemonheads;Lovey;Come Downstairs;anger
The Lemonheads;Lovey;Come Downstairs;frustration
The Lemonheads;Lovey;Come Downstairs;hopelessness
